BI00B32AF    @TTB208D       20220811181B0911741              CAVSAS 0.3X3 GY          CCN000003750000003750FN00000000020220801000003750NNE   20220719131655    1W    00000025000002843000000000032AF    HBYHVTB 000000000000UX427001
BI00B32DE    TT2083         20220721180D0203975              AVSSH 0.5F Y/R           CCN000001500000001500FN00000000020220801000001500NNM22 20220719120259    1W    00000150000000689000000000032DE    TVYEV-TV000000000000VT227060
BI00B32DE    TT208D         2022072118007704160              AVSS 1.25F G             CCN000005600000005600FN00000000020220801000005600NNE20 20220719120259    1W    00000080000001389000000000032DE    TVYEV-TV000000000000VS227028
BI00B32DE    TT208D         20220721180D0203949              AVSSH 0.5F W/L           CCN000004500000004500FN00000000020220801000004500NNE20 20220719120259    1W    00000150000000689000000000032DE    TVYEV-TV000000000000VS227014
BI00B32DE    TT208D         20220721180D0203975              AVSSH 0.5F Y/R           CCN000003000000003000FN00000000020220801000003000NNE20 20220719120259    1W    00000150000000689000000000032DE    TVYEV-TV000000000000VS227015
BI00B32DE    TT208D         20220721180D0204149              AVSSH 1.25F W/L          CCN000006400000006400FN00000000020220801000006400NNE20 20220719120259    1W    00000080000001458000000000032DE    TVYEV-TV000000000000VS227021
BI00B32DE    TT208E         2022072118007704143              AVSS 1.25F W/B           CCN000002400000002400FN00000000020220801000002400NNE20 20220719120259    1W    00000080000001389000000000032DE    TVYEV-TV000000000000VX227048
BI00B32DE    TT208E         20220721180D0204030              AVSSH 0.75F B            CCN000001000000001000FN00000000020220801000001000NNE20 20220719120259    1W    00000100000000934000000000032DE    TVYEV-TV000000000000VX227029
BI00A32DJ    GHT2209-1      20220721180D0204092              AVSSH 0.75F V            CCN000002000000001000FN00000000020220601000001000NNM20 20220719154536    1W    00000100000000934000000000032DJ    RBYIPLRB000000000000XH227013
BI00B32DJ    GHT2209-1      20220727180D0204092              AVSSH 0.75F V            CCN000001000000001000FN00000000020220601000001000NNM00 20220719145444    1W    00000100000000934000000000032DJ    RBYIPLRB000000000000XH227013
BI00B32E2    @WY209A        20220803181E50016ZZ              AVSSCS-S 0.5FX2 DGY/R    CCN000000300000000300FN00000000020220901000000300NNE   20220719133712    1W    00000030000003096000000000032E2    SPYSE   000000000000KX327001
BI00B32P8    TAPAW-2091     2022080318007703973              AVSS 0.5F Y/B            CCN000007500000007500FN00000000020220901000007500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT327126
BI00B32P8    TAPAW-2092     2022081018007703973              AVSS 0.5F Y/B            CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT427146
BI00B32P8    TAPAW-2093     2022081718007703973              AVSS 0.5F Y/B            CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT128162
BI00B32P8    TAPAW-2094     2022082418007703973              AVSS 0.5F Y/B            CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT228166
BI00B32P8    TAPAW-2095     2022083118007703973              AVSS 0.5F Y/B            CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT328171
BI00B32P8    TAPAW-2091     2022080318007703976              AVSS 0.5F Y/G            CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT327127
BI00B32P8    TAPAW-2092     2022081018007703976              AVSS 0.5F Y/G            CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT427147
BI00B32P8    TAPAW-2093     2022081718007703976              AVSS 0.5F Y/G            CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT128163
BI00B32P8    TAPAW-2094     2022082418007703976              AVSS 0.5F Y/G            CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT228167
BI00B32P8    TAPAW-2091     2022080318007703979              AVSS 0.5F Y/L            CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT327128
BI00B32P8    TAPAW-2092     2022081018007703979              AVSS 0.5F Y/L            CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT427148
BI00B32P8    TAPAW-2093     2022081718007703979              AVSS 0.5F Y/L            CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT128164
BI00B32P8    TAPAW-2094     2022082418007703979              AVSS 0.5F Y/L            CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT228168
BI00B32P8    TAPAW-2095     2022083118007703979              AVSS 0.5F Y/L            CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT328172
BI00B32P8    TAPAW-2091     2022080318007703975              AVSS 0.5F Y/R            CCN000031500000031500FN00000000020220901000031500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT327129
BI00B32P8    TAPAW-2092     2022081018007703975              AVSS 0.5F Y/R            CCN000007500000007500FN00000000020220901000007500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT427149
BI00B32P8    TAPAW-2093     2022081718007703975              AVSS 0.5F Y/R            CCN000007500000007500FN00000000020220901000007500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT128165
BI00B32P8    TAPAW-2094     2022082418007703975              AVSS 0.5F Y/R            CCN000007500000007500FN00000000020220901000007500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT228169
BI00B32P8    TAPAW-2095     2022083118007703975              AVSS 0.5F Y/R            CCN000009000000009000FN00000000020220901000009000NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT328173
BI00B32P8    TAPAW-2092     2022081018007703974              AVSS 0.5F Y/W            CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT427150
BI00B32P8    TAPAW-2094     2022082418007703974              AVSS 0.5F Y/W            CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000674000000000032P8    YIYTM   000000000000YT228170
BI00B32P8    TAPAW-2091     2022080318007704030              AVSS 0.75F B             CCN000033000000033000FN00000000020220901000033000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327130
BI00B32P8    TAPAW-2092     2022081018007704030              AVSS 0.75F B             CCN000029000000029000FN00000000020220901000029000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427151
BI00B32P8    TAPAW-2093     2022081718007704030              AVSS 0.75F B             CCN000028000000028000FN00000000020220901000028000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128166
BI00B32P8    TAPAW-2094     2022082418007704030              AVSS 0.75F B             CCN000029000000029000FN00000000020220901000029000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228171
BI00B32P8    TAPAW-2095     2022083118007704030              AVSS 0.75F B             CCN000029000000029000FN00000000020220901000029000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328174
BI00B32P8    TAPAW-2091     2022080318007704036              AVSS 0.75F B/G           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327131
BI00B32P8    TAPAW-2092     2022081018007704036              AVSS 0.75F B/G           CCN000014000000014000FN00000000020220901000014000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427152
BI00B32P8    TAPAW-2093     2022081718007704036              AVSS 0.75F B/G           CCN000013000000013000FN00000000020220901000013000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128167
BI00B32P8    TAPAW-2094     2022082418007704036              AVSS 0.75F B/G           CCN000014000000014000FN00000000020220901000014000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228172
BI00B32P8    TAPAW-2095     2022083118007704036              AVSS 0.75F B/G           CCN000013000000013000FN00000000020220901000013000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328175
BI00B32P8    TAPAW-2092     2022081018007704039              AVSS 0.75F B/L           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427153
BI00B32P8    TAPAW-2093     2022081718007704039              AVSS 0.75F B/L           CCN000004000000004000FN00000000020220901000004000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128168
BI00B32P8    TAPAW-2094     2022082418007704039              AVSS 0.75F B/L           CCN000004000000004000FN00000000020220901000004000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228173
BI00B32P8    TAPAW-2095     2022083118007704039              AVSS 0.75F B/L           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328176
BI00B32P8    TAPAW-2094     2022082418007704003              AVSS 0.75F B/O           CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228174
BI00B32P8    TAPAW-2095     2022083118007704003              AVSS 0.75F B/O           CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328177
BI00B32P8    TAPAW-2092     2022081018007704035              AVSS 0.75F B/R           CCN000011000000011000FN00000000020220901000011000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427154
BI00B32P8    TAPAW-2093     2022081718007704035              AVSS 0.75F B/R           CCN000012000000012000FN00000000020220901000012000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128169
BI00B32P8    TAPAW-2094     2022082418007704035              AVSS 0.75F B/R           CCN000013000000013000FN00000000020220901000013000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228175
BI00B32P8    TAPAW-2095     2022083118007704035              AVSS 0.75F B/R           CCN000012000000012000FN00000000020220901000012000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328178
BI00B32P8    TAPAW-2091     2022080318007704034              AVSS 0.75F B/W           CCN000044000000044000FN00000000020220901000044000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327132
BI00B32P8    TAPAW-2092     2022081018007704034              AVSS 0.75F B/W           CCN000017000000017000FN00000000020220901000017000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427155
BI00B32P8    TAPAW-2093     2022081718007704034              AVSS 0.75F B/W           CCN000017000000017000FN00000000020220901000017000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128170
BI00B32P8    TAPAW-2094     2022082418007704034              AVSS 0.75F B/W           CCN000016000000016000FN00000000020220901000016000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228176
BI00B32P8    TAPAW-2095     2022083118007704034              AVSS 0.75F B/W           CCN000017000000017000FN00000000020220901000017000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328179
BI00B32P8    TAPAW-2091     2022080318007704037              AVSS 0.75F B/Y           CCN000019000000019000FN00000000020220901000019000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327133
BI00B32P8    TAPAW-2092     2022081018007704037              AVSS 0.75F B/Y           CCN000015000000015000FN00000000020220901000015000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427156
BI00B32P8    TAPAW-2093     2022081718007704037              AVSS 0.75F B/Y           CCN000014000000014000FN00000000020220901000014000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128171
BI00B32P8    TAPAW-2094     2022082418007704037              AVSS 0.75F B/Y           CCN000015000000015000FN00000000020220901000015000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228177
BI00B32P8    TAPAW-2095     2022083118007704037              AVSS 0.75F B/Y           CCN000015000000015000FN00000000020220901000015000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328180
BI00B32P8    TAPAW-2093     2022081718007704080              AVSS 0.75F BR            CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128172
BI00B32P8    TAPAW-2094     2022082418007704080              AVSS 0.75F BR            CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228178
BI00B32P8    TAPAW-2095     2022083118007704080              AVSS 0.75F BR            CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328181
BI00B32P8    TAPAW-2091     2022080318007704087              AVSS 0.75F BR/Y          CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327134
BI00B32P8    TAPAW-2092     2022081018007704087              AVSS 0.75F BR/Y          CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427157
BI00B32P8    TAPAW-2093     2022081718007704087              AVSS 0.75F BR/Y          CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128173
BI00B32P8    TAPAW-2094     2022082418007704087              AVSS 0.75F BR/Y          CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228179
BI00B32P8    TAPAW-2095     2022083118007704087              AVSS 0.75F BR/Y          CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328182
BI00B32P8    TAPAW-2093     2022081718007704060              AVSS 0.75F G             CCN000008000000008000FN00000000020220901000008000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128174
BI00B32P8    TAPAW-2094     2022082418007704060              AVSS 0.75F G             CCN000015000000015000FN00000000020220901000015000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228180
BI00B32P8    TAPAW-2095     2022083118007704060              AVSS 0.75F G             CCN000016000000016000FN00000000020220901000016000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328183
BI00B32P8    TAPAW-2091     2022080318007704063              AVSS 0.75F G/B           CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327135
BI00B32P8    TAPAW-2092     2022081018007704063              AVSS 0.75F G/B           CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427158
BI00B32P8    TAPAW-2093     2022081718007704063              AVSS 0.75F G/B           CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128175
BI00B32P8    TAPAW-2094     2022082418007704063              AVSS 0.75F G/B           CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228181
BI00B32P8    TAPAW-2095     2022083118007704063              AVSS 0.75F G/B           CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328184
BI00B32P8    TAPAW-2092     2022081018007704065              AVSS 0.75F G/R           CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427159
BI00B32P8    TAPAW-2093     2022081718007704065              AVSS 0.75F G/R           CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128176
BI00B32P8    TAPAW-2094     2022082418007704065              AVSS 0.75F G/R           CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228182
BI00B32P8    TAPAW-2095     2022083118007704065              AVSS 0.75F G/R           CCN000007000000007000FN00000000020220901000007000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328185
BI00B32P8    TAPAW-2091     2022080318007704064              AVSS 0.75F G/W           CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327136
BI00B32P8    TAPAW-2092     2022081018007704064              AVSS 0.75F G/W           CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427160
BI00B32P8    TAPAW-2093     2022081718007704064              AVSS 0.75F G/W           CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128177
BI00B32P8    TAPAW-2094     2022082418007704064              AVSS 0.75F G/W           CCN000007000000007000FN00000000020220901000007000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228183
BI00B32P8    TAPAW-2095     2022083118007704064              AVSS 0.75F G/W           CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328186
BI00B32P8    TAPAW-2091     2022080318007704067              AVSS 0.75F G/Y           CCN000013000000013000FN00000000020220901000013000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327137
BI00B32P8    TAPAW-2092     2022081018007704067              AVSS 0.75F G/Y           CCN000008000000008000FN00000000020220901000008000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427161
BI00B32P8    TAPAW-2093     2022081718007704067              AVSS 0.75F G/Y           CCN000009000000009000FN00000000020220901000009000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128178
BI00B32P8    TAPAW-2094     2022082418007704067              AVSS 0.75F G/Y           CCN000008000000008000FN00000000020220901000008000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228184
BI00B32P8    TAPAW-2095     2022083118007704067              AVSS 0.75F G/Y           CCN000009000000009000FN00000000020220901000009000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328187
BI00B32P8    TAPAW-2091     2022080318007704041              AVSS 0.75F GY            CCN000010000000010000FN00000000020220901000010000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327138
BI00B32P8    TAPAW-2092     2022081018007704041              AVSS 0.75F GY            CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427162
BI00B32P8    TAPAW-2093     2022081718007704041              AVSS 0.75F GY            CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128179
BI00B32P8    TAPAW-2094     2022082418007704041              AVSS 0.75F GY            CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228185
BI00B32P8    TAPAW-2095     2022083118007704041              AVSS 0.75F GY            CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328188
BI00B32P8    TAPAW-2092     20220810180077040F0              AVSS 0.75F GY/B          CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427163
BI00B32P8    TAPAW-2093     20220817180077040F0              AVSS 0.75F GY/B          CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128180
BI00B32P8    TAPAW-2094     20220824180077040F0              AVSS 0.75F GY/B          CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228186
BI00B32P8    TAPAW-2095     20220831180077040F0              AVSS 0.75F GY/B          CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328189
BI00B32P8    TAPAW-2091     2022080318007704011              AVSS 0.75F GY/L          CCN000008000000008000FN00000000020220901000008000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327139
BI00B32P8    TAPAW-2092     2022081018007704011              AVSS 0.75F GY/L          CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427164
BI00B32P8    TAPAW-2093     2022081718007704011              AVSS 0.75F GY/L          CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128181
BI00B32P8    TAPAW-2094     2022082418007704011              AVSS 0.75F GY/L          CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228187
BI00B32P8    TAPAW-2095     2022083118007704011              AVSS 0.75F GY/L          CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328190
BI00B32P8    TAPAW-2091     2022080318007704010              AVSS 0.75F GY/R          CCN000009000000009000FN00000000020220901000009000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327140
BI00B32P8    TAPAW-2092     2022081018007704010              AVSS 0.75F GY/R          CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427165
BI00B32P8    TAPAW-2093     2022081718007704010              AVSS 0.75F GY/R          CCN000007000000007000FN00000000020220901000007000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128182
BI00B32P8    TAPAW-2094     2022082418007704010              AVSS 0.75F GY/R          CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228188
BI00B32P8    TAPAW-2095     2022083118007704010              AVSS 0.75F GY/R          CCN000007000000007000FN00000000020220901000007000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328191
BI00B32P8    TAPAW-2091     2022080318007704090              AVSS 0.75F L             CCN000014000000014000FN00000000020220901000014000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327141
BI00B32P8    TAPAW-2092     2022081018007704090              AVSS 0.75F L             CCN000011000000011000FN00000000020220901000011000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427166
BI00B32P8    TAPAW-2093     2022081718007704090              AVSS 0.75F L             CCN000012000000012000FN00000000020220901000012000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128183
BI00B32P8    TAPAW-2094     2022082418007704090              AVSS 0.75F L             CCN000011000000011000FN00000000020220901000011000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228189
BI00B32P8    TAPAW-2095     2022083118007704090              AVSS 0.75F L             CCN000012000000012000FN00000000020220901000012000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328192
BI00B32P8    TAPAW-2091     2022080318007704093              AVSS 0.75F L/B           CCN000007000000007000FN00000000020220901000007000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327142
BI00B32P8    TAPAW-2092     2022081018007704093              AVSS 0.75F L/B           CCN000005000000005000FN00000000020220901000005000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427167
BI00B32P8    TAPAW-2093     2022081718007704093              AVSS 0.75F L/B           CCN000005000000005000FN00000000020220901000005000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128184
BI00B32P8    TAPAW-2094     2022082418007704093              AVSS 0.75F L/B           CCN000005000000005000FN00000000020220901000005000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228190
BI00B32P8    TAPAW-2095     2022083118007704093              AVSS 0.75F L/B           CCN000005000000005000FN00000000020220901000005000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328193
BI00B32P8    TAPAW-2091     2022080318007704096              AVSS 0.75F L/G           CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327143
BI00B32P8    TAPAW-2092     2022081018007704096              AVSS 0.75F L/G           CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427168
BI00B32P8    TAPAW-2094     2022082418007704096              AVSS 0.75F L/G           CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228191
BI00B32P8    TAPAW-2095     2022083118007704096              AVSS 0.75F L/G           CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328194
BI00B32P8    TAPAW-2091     2022080318007704095              AVSS 0.75F L/R           CCN000004000000004000FN00000000020220901000004000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327144
BI00B32P8    TAPAW-2092     2022081018007704095              AVSS 0.75F L/R           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427169
BI00B32P8    TAPAW-2093     2022081718007704095              AVSS 0.75F L/R           CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128185
BI00B32P8    TAPAW-2094     2022082418007704095              AVSS 0.75F L/R           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228192
BI00B32P8    TAPAW-2095     2022083118007704095              AVSS 0.75F L/R           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328195
BI00B32P8    TAPAW-2091     2022080318007704094              AVSS 0.75F L/W           CCN000005000000005000FN00000000020220901000005000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT327145
BI00B32P8    TAPAW-2092     2022081018007704094              AVSS 0.75F L/W           CCN000005000000005000FN00000000020220901000005000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT427170
BI00B32P8    TAPAW-2093     2022081718007704094              AVSS 0.75F L/W           CCN000005000000005000FN00000000020220901000005000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128186
BI00B32P8    TAPAW-2094     2022082418007704094              AVSS 0.75F L/W           CCN000005000000005000FN00000000020220901000005000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228193
BI00B32P8    TAPAW-2095     2022083118007704094              AVSS 0.75F L/W           CCN000005000000005000FN00000000020220901000005000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328196
BI00B32P8    TAPAW-2093     2022081718007704097              AVSS 0.75F L/Y           CCN000009000000009000FN00000000020220901000009000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128187
BI00B32P8    TAPAW-2094     2022082418007704097              AVSS 0.75F L/Y           CCN000008000000008000FN00000000020220901000008000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228194
BI00B32P8    TAPAW-2095     2022083118007704097              AVSS 0.75F L/Y           CCN000009000000009000FN00000000020220901000009000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT328197
BI00B32P8    TAPAW-2093     2022081718007704061              AVSS 0.75F LG            CCN000002000000002000FN00000000020220901000002000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT128188
BI00B32P8    TAPAW-2094     2022082418007704061              AVSS 0.75F LG            CCN000001000000001000FN00000000020220901000001000NNM   20220719143334    1W    00000100000000943000000000032P8    YIYTM   000000000000YT228195
