BI00B32CJ    TTQ209H        202209091801W004091              IVSSH 0.75F SB           CCN000002600000002600FN00000000020220901000002600NNE   20220822085940    1W    00000130000000882000000000032CJ    QNYHVQN 000000000000UO428001
BI00B32P8    TAPAW-2113     2022101918007703980              AVSS 0.5F BR             CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A093
BI00B32P8    TAPAW-2114     2022102618007703980              AVSS 0.5F BR             CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A121
BI00B32P8    TAPAW-2111     2022100518007703984              AVSS 0.5F BR/W           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329036
BI00B32P8    TAPAW-2112     2022101218007703984              AVSS 0.5F BR/W           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429069
BI00B32P8    TAPAW-2114     2022102618007703984              AVSS 0.5F BR/W           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A122
BI00B32P8    TAPAW-2113     2022101918007703987              AVSS 0.5F BR/Y           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A094
BI00B32P8    TAPAW-2114     2022102618007703987              AVSS 0.5F BR/Y           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A123
BI00B32P8    TAPAW-2111     2022100518007703960              AVSS 0.5F G              CCN000015000000015000FN00000000020221101000015000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329037
BI00B32P8    TAPAW-2112     2022101218007703960              AVSS 0.5F G              CCN000013500000013500FN00000000020221101000013500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429070
BI00B32P8    TAPAW-2113     2022101918007703960              AVSS 0.5F G              CCN000012000000012000FN00000000020221101000012000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A095
BI00B32P8    TAPAW-2114     2022102618007703960              AVSS 0.5F G              CCN000012000000012000FN00000000020221101000012000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A124
BI00B32P8    TAPAW-2114     2022102618007703963              AVSS 0.5F G/B            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A125
BI00B32P8    TAPAW-2111     2022100518007703965              AVSS 0.5F G/R            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329038
BI00B32P8    TAPAW-2112     2022101218007703965              AVSS 0.5F G/R            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429071
BI00B32P8    TAPAW-2113     2022101918007703965              AVSS 0.5F G/R            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A096
BI00B32P8    TAPAW-2114     2022102618007703965              AVSS 0.5F G/R            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A126
BI00B32P8    TAPAW-2111     2022100518007703964              AVSS 0.5F G/W            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329039
BI00B32P8    TAPAW-2112     2022101218007703964              AVSS 0.5F G/W            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429072
BI00B32P8    TAPAW-2113     2022101918007703964              AVSS 0.5F G/W            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A097
BI00B32P8    TAPAW-2114     2022102618007703964              AVSS 0.5F G/W            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A127
BI00B32P8    TAPAW-2112     2022101218007703967              AVSS 0.5F G/Y            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429073
BI00B32P8    TAPAW-2113     2022101918007703967              AVSS 0.5F G/Y            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A098
BI00B32P8    TAPAW-2114     2022102618007703967              AVSS 0.5F G/Y            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A128
BI00B32P8    TAPAW-2111     2022100518007703941              AVSS 0.5F GY             CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329040
BI00B32P8    TAPAW-2112     2022101218007703941              AVSS 0.5F GY             CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429074
BI00B32P8    TAPAW-2113     2022101918007703941              AVSS 0.5F GY             CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A099
BI00B32P8    TAPAW-2114     2022102618007703941              AVSS 0.5F GY             CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A129
BI00B32P8    TAPAW-2114     20221026180077039F0              AVSS 0.5F GY/B           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A130
BI00B32P8    TAPAW-2111     20221005180077039H1              AVSS 0.5F GY/G           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329041
BI00B32P8    TAPAW-2112     20221012180077039H1              AVSS 0.5F GY/G           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429075
BI00B32P8    TAPAW-2114     20221026180077039H1              AVSS 0.5F GY/G           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A131
BI00B32P8    TAPAW-2112     2022101218007703911              AVSS 0.5F GY/L           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429076
BI00B32P8    TAPAW-2114     2022102618007703911              AVSS 0.5F GY/L           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A132
BI00B32P8    TAPAW-2111     2022100518007703910              AVSS 0.5F GY/R           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329042
BI00B32P8    TAPAW-2113     2022101918007703910              AVSS 0.5F GY/R           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A100
BI00B32P8    TAPAW-2114     2022102618007703910              AVSS 0.5F GY/R           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A133
BI00B32P8    TAPAW-2114     20221026180077039H7              AVSS 0.5F GY/W           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A134
BI00B32P8    TAPAW-2111     2022100518007703990              AVSS 0.5F L              CCN000028500000028500FN00000000020221101000028500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329043
BI00B32P8    TAPAW-2112     2022101218007703990              AVSS 0.5F L              CCN000022500000022500FN00000000020221101000022500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429077
BI00B32P8    TAPAW-2113     2022101918007703990              AVSS 0.5F L              CCN000021000000021000FN00000000020221101000021000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A101
BI00B32P8    TAPAW-2114     2022102618007703990              AVSS 0.5F L              CCN000022500000022500FN00000000020221101000022500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A135
BI00B32P8    TAPAW-2111     2022100518007703995              AVSS 0.5F L/R            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329044
BI00B32P8    TAPAW-2112     2022101218007703995              AVSS 0.5F L/R            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429078
BI00B32P8    TAPAW-2113     2022101918007703995              AVSS 0.5F L/R            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A102
BI00B32P8    TAPAW-2114     2022102618007703995              AVSS 0.5F L/R            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A136
BI00B32P8    TAPAW-2114     2022102618007703994              AVSS 0.5F L/W            CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A137
BI00B32P8    TAPAW-2112     2022101218007703997              AVSS 0.5F L/Y            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429079
BI00B32P8    TAPAW-2113     2022101918007703997              AVSS 0.5F L/Y            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A103
BI00B32P8    TAPAW-2114     2022102618007703997              AVSS 0.5F L/Y            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A138
BI00B32P8    TAPAW-2113     2022101918007703961              AVSS 0.5F LG             CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A104
BI00B32P8    TAPAW-2111     2022100518007703951              AVSS 0.5F O              CCN000024000000024000FN00000000020221101000024000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329045
BI00B32P8    TAPAW-2112     2022101218007703951              AVSS 0.5F O              CCN000025500000025500FN00000000020221101000025500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429080
BI00B32P8    TAPAW-2113     2022101918007703951              AVSS 0.5F O              CCN000025500000025500FN00000000020221101000025500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A105
BI00B32P8    TAPAW-2114     2022102618007703951              AVSS 0.5F O              CCN000025500000025500FN00000000020221101000025500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A139
BI00B32P8    TAPAW-2111     20221005180077039M3              AVSS 0.5F O/B            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329046
BI00B32P8    TAPAW-2114     20221026180077039M3              AVSS 0.5F O/B            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A140
BI00B32P8    TAPAW-2112     2022101218007703977              AVSS 0.5F O/L            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429081
BI00B32P8    TAPAW-2114     2022102618007703977              AVSS 0.5F O/L            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A141
BI00B32P8    TAPAW-2112     2022101218007703952              AVSS 0.5F P              CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429082
BI00B32P8    TAPAW-2113     2022101918007703952              AVSS 0.5F P              CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A106
BI00B32P8    TAPAW-2114     2022102618007703952              AVSS 0.5F P              CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A142
BI00B32P8    TAPAW-2111     2022100518007703950              AVSS 0.5F R              CCN000013500000013500FN00000000020221101000013500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329047
BI00B32P8    TAPAW-2112     2022101218007703950              AVSS 0.5F R              CCN000016500000016500FN00000000020221101000016500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429083
BI00B32P8    TAPAW-2113     2022101918007703950              AVSS 0.5F R              CCN000016500000016500FN00000000020221101000016500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A107
BI00B32P8    TAPAW-2114     2022102618007703950              AVSS 0.5F R              CCN000018000000018000FN00000000020221101000018000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A143
BI00B32P8    TAPAW-2111     2022100518007703953              AVSS 0.5F R/B            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329048
BI00B32P8    TAPAW-2112     2022101218007703953              AVSS 0.5F R/B            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429084
BI00B32P8    TAPAW-2113     2022101918007703953              AVSS 0.5F R/B            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A108
BI00B32P8    TAPAW-2114     2022102618007703953              AVSS 0.5F R/B            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A144
BI00B32P8    TAPAW-2114     2022102618007703956              AVSS 0.5F R/G            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A145
BI00B32P8    TAPAW-2113     2022101918007703954              AVSS 0.5F R/W            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A109
BI00B32P8    TAPAW-2114     2022102618007703954              AVSS 0.5F R/W            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A146
BI00B32P8    TAPAW-2111     2022100518007703957              AVSS 0.5F R/Y            CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329049
BI00B32P8    TAPAW-2112     2022101218007703957              AVSS 0.5F R/Y            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429085
BI00B32P8    TAPAW-2113     2022101918007703957              AVSS 0.5F R/Y            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A110
BI00B32P8    TAPAW-2114     2022102618007703957              AVSS 0.5F R/Y            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A147
BI00B32P8    TAPAW-2111     2022100518007703991              AVSS 0.5F SB             CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329050
BI00B32P8    TAPAW-2113     2022101918007703991              AVSS 0.5F SB             CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A111
BI00B32P8    TAPAW-2111     2022100518007703992              AVSS 0.5F V              CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329051
BI00B32P8    TAPAW-2112     2022101218007703992              AVSS 0.5F V              CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429086
BI00B32P8    TAPAW-2113     2022101918007703992              AVSS 0.5F V              CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A112
BI00B32P8    TAPAW-2114     2022102618007703992              AVSS 0.5F V              CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A148
BI00B32P8    TAPAW-2111     2022100518007703940              AVSS 0.5F W              CCN000019500000019500FN00000000020221101000019500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329052
BI00B32P8    TAPAW-2112     2022101218007703940              AVSS 0.5F W              CCN000015000000015000FN00000000020221101000015000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429087
BI00B32P8    TAPAW-2113     2022101918007703940              AVSS 0.5F W              CCN000015000000015000FN00000000020221101000015000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A113
BI00B32P8    TAPAW-2114     2022102618007703940              AVSS 0.5F W              CCN000015000000015000FN00000000020221101000015000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A150
BI00B32P8    TAPAW-2112     2022101218007703943              AVSS 0.5F W/B            CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429088
BI00B32P8    TAPAW-2113     2022101918007703943              AVSS 0.5F W/B            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A114
BI00B32P8    TAPAW-2114     2022102618007703943              AVSS 0.5F W/B            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A151
BI00B32P8    TAPAW-2112     2022101218007703946              AVSS 0.5F W/G            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429089
BI00B32P8    TAPAW-2113     2022101918007703946              AVSS 0.5F W/G            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A115
BI00B32P8    TAPAW-2114     2022102618007703946              AVSS 0.5F W/G            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A152
BI00B32P8    TAPAW-2111     2022100518007703949              AVSS 0.5F W/L            CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329053
BI00B32P8    TAPAW-2112     2022101218007703949              AVSS 0.5F W/L            CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429090
BI00B32P8    TAPAW-2113     2022101918007703949              AVSS 0.5F W/L            CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A116
BI00B32P8    TAPAW-2114     2022102618007703949              AVSS 0.5F W/L            CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A153
BI00B32P8    TAPAW-2111     2022100518007703945              AVSS 0.5F W/R            CCN000007500000007500FN00000000020221101000007500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329054
BI00B32P8    TAPAW-2112     2022101218007703945              AVSS 0.5F W/R            CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429091
BI00B32P8    TAPAW-2113     2022101918007703945              AVSS 0.5F W/R            CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A117
BI00B32P8    TAPAW-2114     2022102618007703945              AVSS 0.5F W/R            CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A154
BI00B32P8    TAPAW-2111     2022100518007703970              AVSS 0.5F Y              CCN000019500000019500FN00000000020221101000019500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT329055
BI00B32P8    TAPAW-2112     2022101218007703970              AVSS 0.5F Y              CCN000012000000012000FN00000000020221101000012000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT429092
BI00B32P8    TAPAW-2113     2022101918007703970              AVSS 0.5F Y              CCN000012000000012000FN00000000020221101000012000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A118
BI00B32P8    TAPAW-2114     2022102618007703970              AVSS 0.5F Y              CCN000012000000012000FN00000000020221101000012000NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A155
BI00B32P8    TAPAW-2113     2022101918007703976              AVSS 0.5F Y/G            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A119
BI00B32P8    TAPAW-2114     2022102618007703976              AVSS 0.5F Y/G            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A156
BI00B32P8    TAPAW-2113     2022101918007703979              AVSS 0.5F Y/L            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A120
BI00B32P8    TAPAW-2114     2022102618007703979              AVSS 0.5F Y/L            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT22A157
BI00B32P8    TAPAW-2113     2022101918007703974              AVSS 0.5F Y/W            CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000674000000000032P8    YIYTM   000000000000YT12A121
BI00B32P8    TAPAW-2113     2022101918007704030              AVSS 0.75F B             CCN000034000000034000FN00000000020221101000034000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A122
BI00B32P8    TAPAW-2114     2022102618007704030              AVSS 0.75F B             CCN000035000000035000FN00000000020221101000035000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A158
BI00B32P8    TAPAW-2114     2022102618007704036              AVSS 0.75F B/G           CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A159
BI00B32P8    TAPAW-2112     2022101218007704039              AVSS 0.75F B/L           CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429093
BI00B32P8    TAPAW-2113     2022101918007704039              AVSS 0.75F B/L           CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A123
BI00B32P8    TAPAW-2114     2022102618007704039              AVSS 0.75F B/L           CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A160
BI00B32P8    TAPAW-2113     2022101918007704035              AVSS 0.75F B/R           CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A124
BI00B32P8    TAPAW-2114     2022102618007704035              AVSS 0.75F B/R           CCN000014000000014000FN00000000020221101000014000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A161
BI00B32P8    TAPAW-2113     2022101918007704034              AVSS 0.75F B/W           CCN000008000000008000FN00000000020221101000008000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A125
BI00B32P8    TAPAW-2114     2022102618007704034              AVSS 0.75F B/W           CCN000018000000018000FN00000000020221101000018000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A162
BI00B32P8    TAPAW-2113     2022101918007704037              AVSS 0.75F B/Y           CCN000010000000010000FN00000000020221101000010000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A126
BI00B32P8    TAPAW-2114     2022102618007704037              AVSS 0.75F B/Y           CCN000016000000016000FN00000000020221101000016000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A163
BI00B32P8    TAPAW-2112     2022101218007704080              AVSS 0.75F BR            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429094
BI00B32P8    TAPAW-2113     2022101918007704080              AVSS 0.75F BR            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A127
BI00B32P8    TAPAW-2114     2022102618007704080              AVSS 0.75F BR            CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A164
BI00B32P8    TAPAW-2113     2022101918007704060              AVSS 0.75F G             CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A128
BI00B32P8    TAPAW-2114     2022102618007704060              AVSS 0.75F G             CCN000016000000016000FN00000000020221101000016000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A165
BI00B32P8    TAPAW-2112     2022101218007704063              AVSS 0.75F G/B           CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429095
BI00B32P8    TAPAW-2113     2022101918007704063              AVSS 0.75F G/B           CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A129
BI00B32P8    TAPAW-2114     2022102618007704063              AVSS 0.75F G/B           CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A166
BI00B32P8    TAPAW-2112     2022101218007704065              AVSS 0.75F G/R           CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429096
BI00B32P8    TAPAW-2113     2022101918007704065              AVSS 0.75F G/R           CCN000007000000007000FN00000000020221101000007000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A130
BI00B32P8    TAPAW-2114     2022102618007704065              AVSS 0.75F G/R           CCN000007000000007000FN00000000020221101000007000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A167
BI00B32P8    TAPAW-2113     2022101918007704067              AVSS 0.75F G/Y           CCN000008000000008000FN00000000020221101000008000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A131
BI00B32P8    TAPAW-2114     2022102618007704067              AVSS 0.75F G/Y           CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A168
BI00B32P8    TAPAW-2113     2022101918007704041              AVSS 0.75F GY            CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A132
BI00B32P8    TAPAW-2114     2022102618007704041              AVSS 0.75F GY            CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A169
BI00B32P8    TAPAW-2111     2022100518007704011              AVSS 0.75F GY/L          CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT329056
BI00B32P8    TAPAW-2112     2022101218007704011              AVSS 0.75F GY/L          CCN000007000000007000FN00000000020221101000007000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429098
BI00B32P8    TAPAW-2113     2022101918007704011              AVSS 0.75F GY/L          CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A134
